parsed_smell,parsed_smell_identifiers,message
"
		19 MethodDeclaration
			19 GenericName
				19 TypeArgumentList
					19 ArrayType
						19 IdentifierName
						19 ArrayRankSpecifier
							19 OmittedArraySizeExpression
			19 ParameterList
				19 Parameter
					19 PredefinedType
				19 Parameter
					19 NullableType
						19 PredefinedType
					19 EqualsValueClause
						19 NullLiteralExpression
				19 Parameter
					19 NullableType
						19 IdentifierName
					19 EqualsValueClause
						19 NullLiteralExpression
			19 ArrowExpressionClause
","
		19 MethodDeclaration
			19 GenericName
				19 TypeArgumentList
					19 ArrayType
						19 IdentifierName Show
						19 ArrayRankSpecifier
							19 OmittedArraySizeExpression
			19 ParameterList
				19 Parameter
					19 PredefinedType
				19 Parameter
					19 NullableType
						19 PredefinedType
					19 EqualsValueClause
						19 NullLiteralExpression
				19 Parameter
					19 NullableType
						19 IdentifierName Guid
					19 EqualsValueClause
						19 NullLiteralExpression
			19 ArrowExpressionClause",Refactor
"
	6 ClassDeclaration
		6 BaseList
			6 SimpleBaseType
				6 IdentifierName
","
	6 ClassDeclaration
		6 BaseList
			6 SimpleBaseType
				6 IdentifierName IDisposable",Refactor
"
	6 ClassDeclaration
		6 BaseList
			6 SimpleBaseType
				6 IdentifierName
","
	6 ClassDeclaration
		6 BaseList
			6 SimpleBaseType
				6 IdentifierName IDisposable",Refactor
"
	17 ClassDeclaration
","
	17 ClassDeclaration",Deficient
"
	11 ClassDeclaration
		11 BaseList
			11 SimpleBaseType
				11 IdentifierName
			11 SimpleBaseType
				11 IdentifierName
","
	11 ClassDeclaration
		11 BaseList
			11 SimpleBaseType
				11 IdentifierName IAnalysisContext
			11 SimpleBaseType
				11 IdentifierName IOptionsProvider",Refactor
"
		13 ConstructorDeclaration
			13 ParameterList
","
		13 ConstructorDeclaration
			13 ParameterList",Adjustment
"
						15 IfStatement
							15 LogicalNotExpression
								15 InvocationExpression
									15 SimpleMemberAccessExpression
										15 IdentifierName
										15 IdentifierName
									15 ArgumentList
										15 Argument
											15 SimpleMemberAccessExpression
												15 IdentifierName
												15 IdentifierName
										15 Argument
											15 SimpleMemberAccessExpression
												15 IdentifierName
												15 IdentifierName
										15 Argument
											15 SimpleMemberAccessExpression
												15 IdentifierName
												15 IdentifierName
","
						15 IfStatement
							15 LogicalNotExpression
								15 InvocationExpression
									15 SimpleMemberAccessExpression
										15 IdentifierName ListComparisonHelpers
										15 IdentifierName CompareListsOrdered
									15 ArgumentList
										15 Argument
											15 SimpleMemberAccessExpression
												15 IdentifierName x
												15 IdentifierName ThreadFlows
										15 Argument
											15 SimpleMemberAccessExpression
												15 IdentifierName y
												15 IdentifierName ThreadFlows
										15 Argument
											15 SimpleMemberAccessExpression
												15 IdentifierName ThreadFlowBaselineEqualityComparator
												15 IdentifierName Instance",Refactor
"
							33 ReturnStatement
								33 ExclusiveOrExpression
									33 IdentifierName
									33 InvocationExpression
										33 SimpleMemberAccessExpression
											33 IdentifierName
											33 IdentifierName
										33 ArgumentList
											33 Argument
												33 SimpleMemberAccessExpression
													33 IdentifierName
													33 IdentifierName
","
							33 ReturnStatement
								33 ExclusiveOrExpression
									33 IdentifierName hs
									33 InvocationExpression
										33 SimpleMemberAccessExpression
											33 IdentifierName ListComparisonHelpers
											33 IdentifierName GetHashOfListContentsOrdered
										33 ArgumentList
											33 Argument
												33 SimpleMemberAccessExpression
													33 IdentifierName obj
													33 IdentifierName ThreadFlows",Remove
"
							42 ExpressionStatement
								42 SimpleAssignmentExpression
									42 IdentifierName
									42 ExclusiveOrExpression
										42 IdentifierName
										42 InvocationExpression
											42 SimpleMemberAccessExpression
												42 SimpleMemberAccessExpression
													42 IdentifierName
													42 IdentifierName
												42 IdentifierName
											42 ArgumentList
												42 Argument
													42 SimpleMemberAccessExpression
														42 IdentifierName
														42 IdentifierName
","
							42 ExpressionStatement
								42 SimpleAssignmentExpression
									42 IdentifierName hs
									42 ExclusiveOrExpression
										42 IdentifierName hs
										42 InvocationExpression
											42 SimpleMemberAccessExpression
												42 SimpleMemberAccessExpression
													42 IdentifierName PhysicalLocationBaselineEquals
													42 IdentifierName Instance
												42 IdentifierName GetHashCode
											42 ArgumentList
												42 Argument
													42 SimpleMemberAccessExpression
														42 IdentifierName obj
														42 IdentifierName PhysicalLocation",Remove
"
							78 ExpressionStatement
								78 SimpleAssignmentExpression
									78 IdentifierName
									78 ExclusiveOrExpression
										78 ExclusiveOrExpression
											78 IdentifierName
											78 InvocationExpression
												78 SimpleMemberAccessExpression
													78 SimpleMemberAccessExpression
														78 IdentifierName
														78 IdentifierName
													78 IdentifierName
												78 ArgumentList
										78 InvocationExpression
											78 SimpleMemberAccessExpression
												78 SimpleMemberAccessExpression
													78 IdentifierName
													78 IdentifierName
												78 IdentifierName
											78 ArgumentList
","
							78 ExpressionStatement
								78 SimpleAssignmentExpression
									78 IdentifierName hs
									78 ExclusiveOrExpression
										78 ExclusiveOrExpression
											78 IdentifierName hs
											78 InvocationExpression
												78 SimpleMemberAccessExpression
													78 SimpleMemberAccessExpression
														78 IdentifierName obj
														78 IdentifierName RuleId
													78 IdentifierName GetNullCheckedHashCode
												78 ArgumentList
										78 InvocationExpression
											78 SimpleMemberAccessExpression
												78 SimpleMemberAccessExpression
													78 IdentifierName obj
													78 IdentifierName PartialFingerprints
												78 IdentifierName GetNullCheckedHashCode
											78 ArgumentList",Remove
"
						15 IfStatement
							15 LogicalNotExpression
								15 InvocationExpression
									15 SimpleMemberAccessExpression
										15 IdentifierName
										15 IdentifierName
									15 ArgumentList
										15 Argument
											15 SimpleMemberAccessExpression
												15 IdentifierName
												15 IdentifierName
										15 Argument
											15 SimpleMemberAccessExpression
												15 IdentifierName
												15 IdentifierName
","
						15 IfStatement
							15 LogicalNotExpression
								15 InvocationExpression
									15 SimpleMemberAccessExpression
										15 IdentifierName ListComparisonHelpers
										15 IdentifierName CompareListsOrdered
									15 ArgumentList
										15 Argument
											15 SimpleMemberAccessExpression
												15 IdentifierName x
												15 IdentifierName Frames
										15 Argument
											15 SimpleMemberAccessExpression
												15 IdentifierName y
												15 IdentifierName Frames",Refactor
"
							33 ReturnStatement
								33 ExclusiveOrExpression
									33 IdentifierName
									33 InvocationExpression
										33 SimpleMemberAccessExpression
											33 IdentifierName
											33 IdentifierName
										33 ArgumentList
											33 Argument
												33 SimpleMemberAccessExpression
													33 IdentifierName
													33 IdentifierName
											33 Argument
												33 SimpleMemberAccessExpression
													33 IdentifierName
													33 IdentifierName
","
							33 ReturnStatement
								33 ExclusiveOrExpression
									33 IdentifierName hs
									33 InvocationExpression
										33 SimpleMemberAccessExpression
											33 IdentifierName ListComparisonHelpers
											33 IdentifierName GetHashOfListContentsOrdered
										33 ArgumentList
											33 Argument
												33 SimpleMemberAccessExpression
													33 IdentifierName obj
													33 IdentifierName Frames
											33 Argument
												33 SimpleMemberAccessExpression
													33 IdentifierName StackFrameBaselineEquals
													33 IdentifierName Instance",Remove
