parsed_smell,parsed_smell_identifiers,message
"
		118 MethodDeclaration
			118 IdentifierName
			118 ParameterList
				118 Parameter
					118 IdentifierName","
		118 MethodDeclaration
			118 IdentifierName OpenApiPathItem
			118 ParameterList
				118 Parameter
					118 IdentifierName OpenApiDocument",Rename parameter 'doc' to 'document' to match the interface declaration.
"
	8 ClassDeclaration
		8 BaseList
			8 SimpleBaseType
				8 GenericName
					8 TypeArgumentList
						8 IdentifierName","
	8 ClassDeclaration
		8 BaseList
			8 SimpleBaseType
				8 GenericName
					8 TypeArgumentList
						8 IdentifierName OpenApiPathItem",Update this implementation of 'ISerializable' to conform to the recommended serialization pattern.
"
		50 FieldDeclaration
			50 VariableDeclaration
				50 PredefinedType
				50 VariableDeclarator
					50 EqualsValueClause
						50 FalseLiteralExpression","
		50 FieldDeclaration
			50 VariableDeclaration
				50 PredefinedType
				50 VariableDeclarator
					50 EqualsValueClause
						50 FalseLiteralExpression",Make this field 'private' and encapsulate it in a 'public' property.
"
								71 ThrowStatement
									71 InvocationExpression
										71 SimpleMemberAccessExpression
											71 IdentifierName
											71 IdentifierName
										71 ArgumentList
											71 Argument
												71 InvocationExpression
													71 IdentifierName
													71 ArgumentList
														71 Argument
															71 IdentifierName","
								71 ThrowStatement
									71 InvocationExpression
										71 SimpleMemberAccessExpression
											71 IdentifierName Error
											71 IdentifierName ArgumentNull
										71 ArgumentList
											71 Argument
												71 InvocationExpression
													71 IdentifierName nameof
													71 ArgumentList
														71 Argument
															71 IdentifierName Type","Remove the exception throwing from this property getter, or refactor the property into a method."
"
								102 ThrowStatement
									102 InvocationExpression
										102 SimpleMemberAccessExpression
											102 IdentifierName
											102 IdentifierName
										102 ArgumentList
											102 Argument
												102 InvocationExpression
													102 IdentifierName
													102 ArgumentList
														102 Argument
															102 IdentifierName","
								102 ThrowStatement
									102 InvocationExpression
										102 SimpleMemberAccessExpression
											102 IdentifierName Error
											102 IdentifierName ArgumentNull
										102 ArgumentList
											102 Argument
												102 InvocationExpression
													102 IdentifierName nameof
													102 ArgumentList
														102 Argument
															102 IdentifierName Type","Remove the exception throwing from this property getter, or refactor the property into a method."
"
	15 ClassDeclaration
		15 BaseList
			15 SimpleBaseType
				15 IdentifierName
			15 SimpleBaseType
				15 IdentifierName
			15 SimpleBaseType
				15 IdentifierName
			15 SimpleBaseType
				15 GenericName
					15 TypeArgumentList
						15 IdentifierName","
	15 ClassDeclaration
		15 BaseList
			15 SimpleBaseType
				15 IdentifierName IOpenApiSerializable
			15 SimpleBaseType
				15 IdentifierName IOpenApiReferenceable
			15 SimpleBaseType
				15 IdentifierName IOpenApiExtensible
			15 SimpleBaseType
				15 GenericName
					15 TypeArgumentList
						15 IdentifierName OpenApiRequestBody",'IOpenApiReferenceable' implements 'IOpenApiSerializable' so 'IOpenApiSerializable' can be removed from the inheritance list.
"
		99 MethodDeclaration
			99 IdentifierName
			99 ParameterList
				99 Parameter
					99 IdentifierName","
		99 MethodDeclaration
			99 IdentifierName OpenApiRequestBody
			99 ParameterList
				99 Parameter
					99 IdentifierName OpenApiDocument",Rename parameter 'doc' to 'document' to match the interface declaration.
"
	13 ClassDeclaration
		13 BaseList
			13 SimpleBaseType
				13 IdentifierName
			13 SimpleBaseType
				13 IdentifierName
			13 SimpleBaseType
				13 IdentifierName
			13 SimpleBaseType
				13 GenericName
					13 TypeArgumentList
						13 IdentifierName","
	13 ClassDeclaration
		13 BaseList
			13 SimpleBaseType
				13 IdentifierName IOpenApiSerializable
			13 SimpleBaseType
				13 IdentifierName IOpenApiReferenceable
			13 SimpleBaseType
				13 IdentifierName IOpenApiExtensible
			13 SimpleBaseType
				13 GenericName
					13 TypeArgumentList
						13 IdentifierName OpenApiResponse",'IOpenApiReferenceable' implements 'IOpenApiSerializable' so 'IOpenApiSerializable' can be removed from the inheritance list.
"
		104 MethodDeclaration
			104 IdentifierName
			104 ParameterList
				104 Parameter
					104 IdentifierName","
		104 MethodDeclaration
			104 IdentifierName OpenApiResponse
			104 ParameterList
				104 Parameter
					104 IdentifierName OpenApiDocument",Rename parameter 'doc' to 'document' to match the interface declaration.
"
	8 ClassDeclaration
		8 BaseList
			8 SimpleBaseType
				8 GenericName
					8 TypeArgumentList
						8 IdentifierName","
	8 ClassDeclaration
		8 BaseList
			8 SimpleBaseType
				8 GenericName
					8 TypeArgumentList
						8 IdentifierName OpenApiResponse",Update this implementation of 'ISerializable' to conform to the recommended serialization pattern.
"
	14 ClassDeclaration
		14 BaseList
			14 SimpleBaseType
				14 IdentifierName
			14 SimpleBaseType
				14 IdentifierName
			14 SimpleBaseType
				14 GenericName
					14 TypeArgumentList
						14 IdentifierName
			14 SimpleBaseType
				14 IdentifierName","
	14 ClassDeclaration
		14 BaseList
			14 SimpleBaseType
				14 IdentifierName IOpenApiSerializable
			14 SimpleBaseType
				14 IdentifierName IOpenApiReferenceable
			14 SimpleBaseType
				14 GenericName
					14 TypeArgumentList
						14 IdentifierName OpenApiSchema
			14 SimpleBaseType
				14 IdentifierName IOpenApiExtensible",'IOpenApiReferenceable' implements 'IOpenApiSerializable' so 'IOpenApiSerializable' can be removed from the inheritance list.
"
		776 MethodDeclaration
			776 IdentifierName
			776 ParameterList
				776 Parameter
					776 IdentifierName","
		776 MethodDeclaration
			776 IdentifierName OpenApiSchema
			776 ParameterList
				776 Parameter
					776 IdentifierName OpenApiDocument",Rename parameter 'doc' to 'document' to match the interface declaration.
"
	17 ClassDeclaration
		17 BaseList
			17 SimpleBaseType
				17 GenericName
					17 TypeArgumentList
						17 IdentifierName
						17 GenericName
							17 TypeArgumentList
								17 PredefinedType","
	17 ClassDeclaration
		17 BaseList
			17 SimpleBaseType
				17 GenericName
					17 TypeArgumentList
						17 IdentifierName OpenApiSecurityScheme
						17 GenericName
							17 TypeArgumentList
								17 PredefinedType",Update this implementation of 'ISerializable' to conform to the recommended serialization pattern.
,,Update this implementation of 'ISerializable' to conform to the recommended serialization pattern.
"
		114 ClassDeclaration
			114 BaseList
				114 SimpleBaseType
					114 GenericName
						114 TypeArgumentList
							114 IdentifierName","
		114 ClassDeclaration
			114 BaseList
				114 SimpleBaseType
					114 GenericName
						114 TypeArgumentList
							114 IdentifierName OpenApiSecurityScheme",Private classes or records which are not derived in the current assembly should be marked as 'sealed'.
"
	114 ClassDeclaration
		114 BaseList
			114 SimpleBaseType
				114 GenericName
					114 TypeArgumentList
						114 IdentifierName","
	114 ClassDeclaration
		114 BaseList
			114 SimpleBaseType
				114 GenericName
					114 TypeArgumentList
						114 IdentifierName OpenApiSecurityScheme",Private classes or records which are not derived in the current assembly should be marked as 'sealed'.
"
	16 ClassDeclaration
		16 BaseList
			16 SimpleBaseType
				16 IdentifierName
			16 SimpleBaseType
				16 IdentifierName
			16 SimpleBaseType
				16 IdentifierName","
	16 ClassDeclaration
		16 BaseList
			16 SimpleBaseType
				16 IdentifierName IOpenApiSerializable
			16 SimpleBaseType
				16 IdentifierName IOpenApiReferenceable
			16 SimpleBaseType
				16 IdentifierName IOpenApiExtensible",'IOpenApiReferenceable' implements 'IOpenApiSerializable' so 'IOpenApiSerializable' can be removed from the inheritance list.
"
	13 ClassDeclaration
		13 BaseList
			13 SimpleBaseType
				13 IdentifierName
			13 SimpleBaseType
				13 IdentifierName
			13 SimpleBaseType
				13 IdentifierName","
	13 ClassDeclaration
		13 BaseList
			13 SimpleBaseType
				13 IdentifierName IOpenApiSerializable
			13 SimpleBaseType
				13 IdentifierName IOpenApiReferenceable
			13 SimpleBaseType
				13 IdentifierName IOpenApiExtensible",'IOpenApiReferenceable' implements 'IOpenApiSerializable' so 'IOpenApiSerializable' can be removed from the inheritance list.
"
														88 ForEachStatement
															88 IdentifierName
															88 IdentifierName","
														88 ForEachStatement
															88 IdentifierName var
															88 IdentifierName openApiOperations","Loops should be simplified with ""LINQ"" expressions"
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName
				18 VariableDeclarator","
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName OpenApiReference
				18 VariableDeclarator",Make '_reference' 'readonly'.
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName
				18 VariableDeclarator","
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName OpenApiReference
				18 VariableDeclarator",Remove this unread private field '_reference' or refactor the code to use its value.
"
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName
				17 VariableDeclarator","
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName OpenApiDocument
				17 VariableDeclarator",Make '_currentDocument' 'readonly'.
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 PredefinedType
				18 VariableDeclarator","
		18 FieldDeclaration
			18 VariableDeclaration
				18 PredefinedType
				18 VariableDeclarator",Remove this unread private field '_resolveRemoteReferences' or refactor the code to use its value.
"
		19 FieldDeclaration
			19 VariableDeclaration
				19 GenericName
					19 TypeArgumentList
						19 IdentifierName
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 GenericName
								19 TypeArgumentList
									19 IdentifierName
							19 ArgumentList","
		19 FieldDeclaration
			19 VariableDeclaration
				19 GenericName
					19 TypeArgumentList
						19 IdentifierName OpenApiError
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 GenericName
								19 TypeArgumentList
									19 IdentifierName OpenApiError
							19 ArgumentList",Make '_errors' 'readonly'.
