parsed_smell,parsed_smell_identifiers,message
"
	8 ClassDeclaration
		8 BaseList
			8 SimpleBaseType
				8 GenericName
					8 TypeArgumentList
						8 IdentifierName","
	8 ClassDeclaration
		8 BaseList
			8 SimpleBaseType
				8 GenericName
					8 TypeArgumentList
						8 IdentifierName OpenApiPathItem",Refactor
"
		50 FieldDeclaration
			50 VariableDeclaration
				50 PredefinedType
				50 VariableDeclarator
					50 EqualsValueClause
						50 FalseLiteralExpression","
		50 FieldDeclaration
			50 VariableDeclaration
				50 PredefinedType
				50 VariableDeclarator
					50 EqualsValueClause
						50 FalseLiteralExpression",Adjustment
"
								71 ThrowStatement
									71 InvocationExpression
										71 SimpleMemberAccessExpression
											71 IdentifierName
											71 IdentifierName
										71 ArgumentList
											71 Argument
												71 InvocationExpression
													71 IdentifierName
													71 ArgumentList
														71 Argument
															71 IdentifierName","
								71 ThrowStatement
									71 InvocationExpression
										71 SimpleMemberAccessExpression
											71 IdentifierName Error
											71 IdentifierName ArgumentNull
										71 ArgumentList
											71 Argument
												71 InvocationExpression
													71 IdentifierName nameof
													71 ArgumentList
														71 Argument
															71 IdentifierName Type",Remove
"
								102 ThrowStatement
									102 InvocationExpression
										102 SimpleMemberAccessExpression
											102 IdentifierName
											102 IdentifierName
										102 ArgumentList
											102 Argument
												102 InvocationExpression
													102 IdentifierName
													102 ArgumentList
														102 Argument
															102 IdentifierName","
								102 ThrowStatement
									102 InvocationExpression
										102 SimpleMemberAccessExpression
											102 IdentifierName Error
											102 IdentifierName ArgumentNull
										102 ArgumentList
											102 Argument
												102 InvocationExpression
													102 IdentifierName nameof
													102 ArgumentList
														102 Argument
															102 IdentifierName Type",Remove
"
	15 ClassDeclaration
		15 BaseList
			15 SimpleBaseType
				15 IdentifierName
			15 SimpleBaseType
				15 IdentifierName
			15 SimpleBaseType
				15 IdentifierName
			15 SimpleBaseType
				15 GenericName
					15 TypeArgumentList
						15 IdentifierName","
	15 ClassDeclaration
		15 BaseList
			15 SimpleBaseType
				15 IdentifierName IOpenApiSerializable
			15 SimpleBaseType
				15 IdentifierName IOpenApiReferenceable
			15 SimpleBaseType
				15 IdentifierName IOpenApiExtensible
			15 SimpleBaseType
				15 GenericName
					15 TypeArgumentList
						15 IdentifierName OpenApiRequestBody",Remove
"
		99 MethodDeclaration
			99 IdentifierName
			99 ParameterList
				99 Parameter
					99 IdentifierName","
		99 MethodDeclaration
			99 IdentifierName OpenApiRequestBody
			99 ParameterList
				99 Parameter
					99 IdentifierName OpenApiDocument",Rename
"
	13 ClassDeclaration
		13 BaseList
			13 SimpleBaseType
				13 IdentifierName
			13 SimpleBaseType
				13 IdentifierName
			13 SimpleBaseType
				13 IdentifierName
			13 SimpleBaseType
				13 GenericName
					13 TypeArgumentList
						13 IdentifierName","
	13 ClassDeclaration
		13 BaseList
			13 SimpleBaseType
				13 IdentifierName IOpenApiSerializable
			13 SimpleBaseType
				13 IdentifierName IOpenApiReferenceable
			13 SimpleBaseType
				13 IdentifierName IOpenApiExtensible
			13 SimpleBaseType
				13 GenericName
					13 TypeArgumentList
						13 IdentifierName OpenApiResponse",Remove
"
		104 MethodDeclaration
			104 IdentifierName
			104 ParameterList
				104 Parameter
					104 IdentifierName","
		104 MethodDeclaration
			104 IdentifierName OpenApiResponse
			104 ParameterList
				104 Parameter
					104 IdentifierName OpenApiDocument",Rename
"
	8 ClassDeclaration
		8 BaseList
			8 SimpleBaseType
				8 GenericName
					8 TypeArgumentList
						8 IdentifierName","
	8 ClassDeclaration
		8 BaseList
			8 SimpleBaseType
				8 GenericName
					8 TypeArgumentList
						8 IdentifierName OpenApiResponse",Refactor
"
	14 ClassDeclaration
		14 BaseList
			14 SimpleBaseType
				14 IdentifierName
			14 SimpleBaseType
				14 IdentifierName
			14 SimpleBaseType
				14 GenericName
					14 TypeArgumentList
						14 IdentifierName
			14 SimpleBaseType
				14 IdentifierName","
	14 ClassDeclaration
		14 BaseList
			14 SimpleBaseType
				14 IdentifierName IOpenApiSerializable
			14 SimpleBaseType
				14 IdentifierName IOpenApiReferenceable
			14 SimpleBaseType
				14 GenericName
					14 TypeArgumentList
						14 IdentifierName OpenApiSchema
			14 SimpleBaseType
				14 IdentifierName IOpenApiExtensible",Remove
"
		776 MethodDeclaration
			776 IdentifierName
			776 ParameterList
				776 Parameter
					776 IdentifierName","
		776 MethodDeclaration
			776 IdentifierName OpenApiSchema
			776 ParameterList
				776 Parameter
					776 IdentifierName OpenApiDocument",Rename
"
	17 ClassDeclaration
		17 BaseList
			17 SimpleBaseType
				17 GenericName
					17 TypeArgumentList
						17 IdentifierName
						17 GenericName
							17 TypeArgumentList
								17 PredefinedType","
	17 ClassDeclaration
		17 BaseList
			17 SimpleBaseType
				17 GenericName
					17 TypeArgumentList
						17 IdentifierName OpenApiSecurityScheme
						17 GenericName
							17 TypeArgumentList
								17 PredefinedType",Refactor
"
		114 ClassDeclaration
			114 BaseList
				114 SimpleBaseType
					114 GenericName
						114 TypeArgumentList
							114 IdentifierName","
		114 ClassDeclaration
			114 BaseList
				114 SimpleBaseType
					114 GenericName
						114 TypeArgumentList
							114 IdentifierName OpenApiSecurityScheme",Refactor
"
	114 ClassDeclaration
		114 BaseList
			114 SimpleBaseType
				114 GenericName
					114 TypeArgumentList
						114 IdentifierName","
	114 ClassDeclaration
		114 BaseList
			114 SimpleBaseType
				114 GenericName
					114 TypeArgumentList
						114 IdentifierName OpenApiSecurityScheme",Refactor
"
	16 ClassDeclaration
		16 BaseList
			16 SimpleBaseType
				16 IdentifierName
			16 SimpleBaseType
				16 IdentifierName
			16 SimpleBaseType
				16 IdentifierName","
	16 ClassDeclaration
		16 BaseList
			16 SimpleBaseType
				16 IdentifierName IOpenApiSerializable
			16 SimpleBaseType
				16 IdentifierName IOpenApiReferenceable
			16 SimpleBaseType
				16 IdentifierName IOpenApiExtensible",Remove
"
	13 ClassDeclaration
		13 BaseList
			13 SimpleBaseType
				13 IdentifierName
			13 SimpleBaseType
				13 IdentifierName
			13 SimpleBaseType
				13 IdentifierName","
	13 ClassDeclaration
		13 BaseList
			13 SimpleBaseType
				13 IdentifierName IOpenApiSerializable
			13 SimpleBaseType
				13 IdentifierName IOpenApiReferenceable
			13 SimpleBaseType
				13 IdentifierName IOpenApiExtensible",Remove
"
														88 ForEachStatement
															88 IdentifierName
															88 IdentifierName","
														88 ForEachStatement
															88 IdentifierName var
															88 IdentifierName openApiOperations",Refactor
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName
				18 VariableDeclarator","
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName OpenApiReference
				18 VariableDeclarator",Adjustment
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName
				18 VariableDeclarator","
		18 FieldDeclaration
			18 VariableDeclaration
				18 IdentifierName OpenApiReference
				18 VariableDeclarator",Remove
"
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName
				17 VariableDeclarator","
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName OpenApiDocument
				17 VariableDeclarator",Adjustment
"
		18 FieldDeclaration
			18 VariableDeclaration
				18 PredefinedType
				18 VariableDeclarator","
		18 FieldDeclaration
			18 VariableDeclaration
				18 PredefinedType
				18 VariableDeclarator",Remove
"
		19 FieldDeclaration
			19 VariableDeclaration
				19 GenericName
					19 TypeArgumentList
						19 IdentifierName
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 GenericName
								19 TypeArgumentList
									19 IdentifierName
							19 ArgumentList","
		19 FieldDeclaration
			19 VariableDeclaration
				19 GenericName
					19 TypeArgumentList
						19 IdentifierName OpenApiError
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 GenericName
								19 TypeArgumentList
									19 IdentifierName OpenApiError
							19 ArgumentList",Adjustment
"
		120 MethodDeclaration
			120 PredefinedType
			120 ParameterList
				120 Parameter
					120 IdentifierName","
		120 MethodDeclaration
			120 PredefinedType
			120 ParameterList
				120 Parameter
					120 IdentifierName OpenApiResponses",Rename
"
				223 IfStatement
					223 NotEqualsExpression
						223 IdentifierName
						223 NullLiteralExpression","
				223 IfStatement
					223 NotEqualsExpression
						223 IdentifierName paths
						223 NullLiteralExpression",Adjustment
"
				349 IfStatement
					349 NotEqualsExpression
						349 IdentifierName
						349 NullLiteralExpression","
				349 IfStatement
					349 NotEqualsExpression
						349 IdentifierName callback
						349 NullLiteralExpression",Adjustment
"
				403 IfStatement
					403 NotEqualsExpression
						403 IdentifierName
						403 NullLiteralExpression","
				403 IfStatement
					403 NotEqualsExpression
						403 IdentifierName serverVariables
						403 NullLiteralExpression",Adjustment
"
				470 IfStatement
					470 NotEqualsExpression
						470 IdentifierName
						470 NullLiteralExpression","
				470 IfStatement
					470 NotEqualsExpression
						470 IdentifierName operations
						470 NullLiteralExpression",Adjustment
"
				576 IfStatement
					576 NotEqualsExpression
						576 IdentifierName
						576 NullLiteralExpression","
				576 IfStatement
					576 NotEqualsExpression
						576 IdentifierName responses
						576 NullLiteralExpression",Adjustment
"
						619 IfStatement
							619 NotEqualsExpression
								619 SimpleMemberAccessExpression
									619 IdentifierName
									619 IdentifierName
								619 NullLiteralExpression","
						619 IfStatement
							619 NotEqualsExpression
								619 SimpleMemberAccessExpression
									619 IdentifierName requestBody
									619 IdentifierName Content
								619 NullLiteralExpression",Refactor
"
				638 IfStatement
					638 NotEqualsExpression
						638 IdentifierName
						638 NullLiteralExpression","
				638 IfStatement
					638 NotEqualsExpression
						638 IdentifierName headers
						638 NullLiteralExpression",Adjustment
