parsed_smell,parsed_smell_identifiers,message
"
						 ExpressionStatement
							 SimpleAssignmentExpression
								 SimpleMemberAccessExpression
									 SimpleMemberAccessExpression
										 IdentifierName
										 IdentifierName
									 IdentifierName
								 SimpleMemberAccessExpression
									 SimpleMemberAccessExpression
										 IdentifierName
										 IdentifierName
									 IdentifierName
","
						 ExpressionStatement
							 SimpleAssignmentExpression
								 SimpleMemberAccessExpression
									 SimpleMemberAccessExpression
										 IdentifierName LoggingConfig
										 IdentifierName Instance
									 IdentifierName LogEchoOnConsole
								 SimpleMemberAccessExpression
									 SimpleMemberAccessExpression
										 IdentifierName LoggingConfig
										 IdentifierName Instance
									 IdentifierName LogEchoOnConsole",Remove
"
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName
","
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName Obsolete",Deficient
"
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName
","
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName Obsolete",Deficient
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 PredefinedType
					 EqualsValueClause
						 StringLiteralExpression
				 Parameter
					 ArrayType
						 PredefinedType
						 ArrayRankSpecifier
							 OmittedArraySizeExpression
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 PredefinedType
					 EqualsValueClause
						 StringLiteralExpression
				 Parameter
					 ArrayType
						 PredefinedType
						 ArrayRankSpecifier
							 OmittedArraySizeExpression",Refactor
"
				 LocalDeclarationStatement
					 VariableDeclaration
						 QualifiedName
							 QualifiedName
								 QualifiedName
									 IdentifierName
									 IdentifierName
								 IdentifierName
							 IdentifierName
						 VariableDeclarator
							 EqualsValueClause
								 ObjectCreationExpression
									 QualifiedName
										 QualifiedName
											 QualifiedName
												 IdentifierName
												 IdentifierName
											 IdentifierName
										 IdentifierName
									 ArgumentList
","
				 LocalDeclarationStatement
					 VariableDeclaration
						 QualifiedName
							 QualifiedName
								 QualifiedName
									 IdentifierName Trinity
									 IdentifierName Win
								 IdentifierName NativeAPI
							 IdentifierName PROCESS_MEMORY_COUNTERS
						 VariableDeclarator
							 EqualsValueClause
								 ObjectCreationExpression
									 QualifiedName
										 QualifiedName
											 QualifiedName
												 IdentifierName Trinity
												 IdentifierName Win
											 IdentifierName NativeAPI
										 IdentifierName PROCESS_MEMORY_COUNTERS
									 ArgumentList",Remove
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList",Deficient
"
	 ClassDeclaration
","
	 ClassDeclaration",Deficient
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 PredefinedType
					 EqualsValueClause
						 StringLiteralExpression
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 PredefinedType
					 EqualsValueClause
						 StringLiteralExpression",Deficient
"
						 ThrowStatement
							 ObjectCreationExpression
								 IdentifierName
								 ArgumentList
									 Argument
										 IdentifierName
","
						 ThrowStatement
							 ObjectCreationExpression
								 IdentifierName Exception
								 ArgumentList
									 Argument
										 IdentifierName message",Refactor
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName Attribute",Deficient
"
	 ClassDeclaration
","
	 ClassDeclaration",Rename
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName Exception",Refactor
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 PointerType
						 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
","
		 MethodDeclaration
			 IdentifierName ICellAccessor
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 PointerType
						 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType",Rename
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 PointerType
						 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName ICellAccessor
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 PointerType
						 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 IdentifierName CellAccessOptions",Rename
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 PointerType
						 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName ICellAccessor
			 ParameterList
				 Parameter
					 PredefinedType
				 Parameter
					 PointerType
						 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 IdentifierName CellAccessOptions",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
			 Block
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
							 ArgumentList
								 Argument
									 IdentifierName
								 Argument
									 NumericLiteralExpression
								 Argument
									 NumericLiteralExpression
						 NumericLiteralExpression
					 ReturnStatement
						 TrueLiteralExpression
					 ElseClause
						 ReturnStatement
							 FalseLiteralExpression
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
			 Block
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName Interlocked
								 IdentifierName CompareExchange
							 ArgumentList
								 Argument
									 IdentifierName spinlock
								 Argument
									 NumericLiteralExpression
								 Argument
									 NumericLiteralExpression
						 NumericLiteralExpression
					 ReturnStatement
						 TrueLiteralExpression
					 ElseClause
						 ReturnStatement
							 FalseLiteralExpression",Remove
"
			 PredefinedType
			 ParameterList
			 Block
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName
						 NumericLiteralExpression
","
			 PredefinedType
			 ParameterList
			 Block
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName spinlock
						 NumericLiteralExpression",Remove
"
				 Block
","
				 Block",Refactor
"
				 Block
","
				 Block",Refactor
"
		 ConstructorDeclaration
			 ParameterList
			 Block
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
							 ArgumentList
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
							 ArgumentList
","
		 ConstructorDeclaration
			 ParameterList
			 Block
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName FailureHandlers
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName MachineFailureHandler
							 ArgumentList
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName ConnectionFailureHandlers
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName ConnectionFailureHandler
							 ArgumentList",Refactor
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName MachineFailureHandler
				 VariableDeclarator",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName ConnectionFailureHandler
				 VariableDeclarator",Adjustment
"
	 ClassDeclaration
","
	 ClassDeclaration",Rename
"
					 ReturnStatement
						 SimpleMemberAccessExpression
							 IdentifierName
							 IdentifierName
","
					 ReturnStatement
						 SimpleMemberAccessExpression
							 IdentifierName TrinityErrorCode
							 IdentifierName E_FAILURE",Deficient
"
		 ConstructorDeclaration
			 ParameterList
			 Block
				 ExpressionStatement
					 InvocationExpression
						 SimpleMemberAccessExpression
							 IdentifierName
							 IdentifierName
						 ArgumentList
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName
						 CastExpression
							 PointerType
								 PredefinedType
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
									 Argument
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
				 ExpressionStatement
					 SimpleAssignmentExpression
						 PointerIndirectionExpression
							 CastExpression
								 PointerType
									 PredefinedType
								 IdentifierName
						 SimpleMemberAccessExpression
							 IdentifierName
							 IdentifierName
				 ExpressionStatement
					 SimpleAssignmentExpression
						 PointerIndirectionExpression
							 CastExpression
								 PointerType
									 IdentifierName
								 ParenthesizedExpression
									 AddExpression
										 IdentifierName
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
						 SimpleMemberAccessExpression
							 IdentifierName
							 IdentifierName
				 ExpressionStatement
					 SimpleAssignmentExpression
						 PointerIndirectionExpression
							 CastExpression
								 PointerType
									 IdentifierName
								 ParenthesizedExpression
									 AddExpression
										 IdentifierName
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
						 SimpleMemberAccessExpression
							 IdentifierName
							 IdentifierName
","
		 ConstructorDeclaration
			 ParameterList
			 Block
				 ExpressionStatement
					 InvocationExpression
						 SimpleMemberAccessExpression
							 IdentifierName TrinityC
							 IdentifierName Init
						 ArgumentList
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName HeartbeatBuffer
						 CastExpression
							 PointerType
								 PredefinedType
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName Memory
									 IdentifierName malloc
								 ArgumentList
									 Argument
										 SimpleMemberAccessExpression
											 IdentifierName TrinityProtocol
											 IdentifierName MsgHeader
				 ExpressionStatement
					 SimpleAssignmentExpression
						 PointerIndirectionExpression
							 CastExpression
								 PointerType
									 PredefinedType
								 IdentifierName HeartbeatBuffer
						 SimpleMemberAccessExpression
							 IdentifierName TrinityProtocol
							 IdentifierName TrinityMsgHeader
				 ExpressionStatement
					 SimpleAssignmentExpression
						 PointerIndirectionExpression
							 CastExpression
								 PointerType
									 IdentifierName TrinityMessageType
								 ParenthesizedExpression
									 AddExpression
										 IdentifierName HeartbeatBuffer
										 SimpleMemberAccessExpression
											 IdentifierName TrinityProtocol
											 IdentifierName MsgTypeOffset
						 SimpleMemberAccessExpression
							 IdentifierName TrinityMessageType
							 IdentifierName PRESERVED_SYNC
				 ExpressionStatement
					 SimpleAssignmentExpression
						 PointerIndirectionExpression
							 CastExpression
								 PointerType
									 IdentifierName RequestType
								 ParenthesizedExpression
									 AddExpression
										 IdentifierName HeartbeatBuffer
										 SimpleMemberAccessExpression
											 IdentifierName TrinityProtocol
											 IdentifierName MsgIdOffset
						 SimpleMemberAccessExpression
							 IdentifierName RequestType
							 IdentifierName Heartbeat",Refactor
