parsed_smell,parsed_smell_identifiers,message,message_encoded
"
		 MethodDeclaration
			 GenericName
				 TypeArgumentList
					 IdentifierName
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 PredefinedType
","
		 MethodDeclaration
			 GenericName
				 TypeArgumentList
					 IdentifierName HashVersionOne
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 PredefinedType",Refactor,2
"
				 IfStatement
					 EqualsExpression
						 IdentifierName
						 NullLiteralExpression
					 Block
						 ReturnStatement
							 NullLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 IdentifierName vHashes
						 NullLiteralExpression
					 Block
						 ReturnStatement
							 NullLiteralExpression",Refactor,2
"
								 IfStatement
									 NotEqualsExpression
										 SimpleMemberAccessExpression
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
											 IdentifierName
										 UnaryMinusExpression
											 NumericLiteralExpression
","
								 IfStatement
									 NotEqualsExpression
										 SimpleMemberAccessExpression
											 SimpleMemberAccessExpression
												 IdentifierName vLocation
												 IdentifierName LogicalLocation
											 IdentifierName Index
										 UnaryMinusExpression
											 NumericLiteralExpression",Refactor,2
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName PhysicalLocationVersionOne
			 ParameterList
				 Parameter
					 IdentifierName ArtifactLocation",Refactor,2
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 PredefinedType
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 GenericName
						 TypeArgumentList
							 PredefinedType
							 PredefinedType",Refactor,2
"
										 ForStatement
											 VariableDeclaration
												 PredefinedType
												 VariableDeclarator
													 EqualsValueClause
														 NumericLiteralExpression
											 LogicalAndExpression
												 LessThanOrEqualExpression
													 IdentifierName
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
												 NotEqualsExpression
													 IdentifierName
													 NullLiteralExpression
											 SimpleAssignmentExpression
												 IdentifierName
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
													 ArgumentList
											 PostIncrementExpression
												 IdentifierName
											 Block
","
										 ForStatement
											 VariableDeclaration
												 PredefinedType
												 VariableDeclarator
													 EqualsValueClause
														 NumericLiteralExpression
											 LogicalAndExpression
												 LessThanOrEqualExpression
													 IdentifierName i
													 SimpleMemberAccessExpression
														 IdentifierName vRegion
														 IdentifierName StartLine
												 NotEqualsExpression
													 IdentifierName sourceLine
													 NullLiteralExpression
											 SimpleAssignmentExpression
												 IdentifierName sourceLine
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName reader
														 IdentifierName ReadLine
													 ArgumentList
											 PostIncrementExpression
												 IdentifierName i
											 Block",Refactor,2
"
								 ForStatement
									 VariableDeclaration
										 PredefinedType
										 VariableDeclarator
											 EqualsValueClause
												 NumericLiteralExpression
									 LogicalAndExpression
										 LessThanOrEqualExpression
											 IdentifierName
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
										 NotEqualsExpression
											 IdentifierName
											 NullLiteralExpression
									 SimpleAssignmentExpression
										 IdentifierName
										 InvocationExpression
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
											 ArgumentList
									 PostIncrementExpression
										 IdentifierName
									 Block
","
								 ForStatement
									 VariableDeclaration
										 PredefinedType
										 VariableDeclarator
											 EqualsValueClause
												 NumericLiteralExpression
									 LogicalAndExpression
										 LessThanOrEqualExpression
											 IdentifierName i
											 SimpleMemberAccessExpression
												 IdentifierName vRegion
												 IdentifierName EndLine
										 NotEqualsExpression
											 IdentifierName sourceLine
											 NullLiteralExpression
									 SimpleAssignmentExpression
										 IdentifierName sourceLine
										 InvocationExpression
											 SimpleMemberAccessExpression
												 IdentifierName reader
												 IdentifierName ReadLine
											 ArgumentList
									 PostIncrementExpression
										 IdentifierName i
									 Block",Refactor,2
"
						 IfStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName
									 IdentifierName
								 ArgumentList
									 Argument
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
									 Argument
										 DeclarationExpression
											 PredefinedType
											 SingleVariableDesignation
","
						 IfStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 IdentifierName _vFileKeyToVIndexMap
									 IdentifierName TryGetValue
								 ArgumentList
									 Argument
										 SimpleMemberAccessExpression
											 IdentifierName uri
											 IdentifierName OriginalString
									 Argument
										 DeclarationExpression
											 PredefinedType
											 SingleVariableDesignation",Refactor,2
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 IdentifierName ReplacementVersionOne
			 ParameterList
				 Parameter
					 IdentifierName Replacement
				 Parameter
					 IdentifierName Encoding",Refactor,2
"
		 MethodDeclaration
			 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
				 Parameter
					 PredefinedType
","
		 MethodDeclaration
			 IdentifierName ToolVersionOne
			 ParameterList
				 Parameter
					 IdentifierName Tool
				 Parameter
					 PredefinedType",Refactor,2
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 PredefinedType
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName SarifVersion
						 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName SarifVersion
									 PredefinedType
							 ArgumentList",Refactor,2
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 PredefinedType
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName SarifVersion
						 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName SarifVersion
									 PredefinedType
							 ArgumentList",Refactor,2
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 PredefinedType
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName AlgorithmKindVersionOne
						 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName AlgorithmKindVersionOne
									 PredefinedType",Refactor,2
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 PredefinedType
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName AlgorithmKindVersionOne
						 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName AlgorithmKindVersionOne
									 PredefinedType",Refactor,2
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 PredefinedType
									 IdentifierName
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName AlgorithmKindVersionOne
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 PredefinedType
									 IdentifierName AlgorithmKindVersionOne",Refactor,2
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 PredefinedType
									 IdentifierName
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 PredefinedType
						 IdentifierName AlgorithmKindVersionOne
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 PredefinedType
									 IdentifierName AlgorithmKindVersionOne",Refactor,2
